ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
13761241,JJ160950,02/25/2025 12:00:00 AM,078XX S HALSTED ST,0460,BATTERY,SIMPLE,STREET,false,false,0621,006,17,71,08B,1172325,1852947,2025,03/04/2025 03:41:22 PM,41.751928332,-87.644077264,POINT (-87.644077264 41.751928332)
13758436,JJ161145,02/25/2025 12:00:00 AM,033XX W ALTGELD ST,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,false,false,1413,014,35,22,06,1153529,1916419,2025,03/04/2025 03:41:22 PM,41.92649591,-87.711272034,POINT (-87.711272034 41.92649591)
13761404,JJ164710,02/25/2025 12:00:00 AM,057XX W BELMONT AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2514,025,30,19,06,1137610,1920696,2025,03/04/2025 03:41:22 PM,41.938534467,-87.769664489,POINT (-87.769664489 41.938534467)
13759742,JJ162571,02/25/2025 12:00:00 AM,080XX S PARNELL AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,false,false,0621,006,6,44,17,1174028,1851568,2025,03/04/2025 03:41:22 PM,41.748106575,-87.637877407,POINT (-87.637877407 41.748106575)
13760822,JJ164097,02/25/2025 12:00:00 AM,051XX N CALIFORNIA AVE,0810,THEFT,OVER $500,HOSPITAL BUILDING / GROUNDS,false,false,2031,020,40,4,06,1156765,1934163,2025,03/04/2025 03:41:22 PM,41.975121537,-87.698898525,POINT (-87.698898525 41.975121537)
13759622,JJ162644,02/25/2025 12:00:00 AM,069XX S UNION AVE,0810,THEFT,OVER $500,APARTMENT,false,false,0732,007,6,68,06,1172833,1858894,2025,03/04/2025 03:41:22 PM,41.76823645,-87.642040549,POINT (-87.642040549 41.76823645)
13758406,JJ161010,02/25/2025 12:00:00 AM,040XX S TALMAN AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE - GARAGE,false,false,0921,009,12,58,14,1159388,1877905,2025,03/04/2025 03:41:22 PM,41.820691149,-87.690802238,POINT (-87.690802238 41.820691149)
13758384,JJ161012,02/25/2025 12:00:00 AM,035XX W CHICAGO AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,true,false,1121,011,27,23,18,1152787,1905111,2025,03/04/2025 03:41:22 PM,41.895480474,-87.714298449,POINT (-87.714298449 41.895480474)
13758413,JJ161046,02/25/2025 12:00:00 AM,089XX S HOUSTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0424,004,10,46,14,1198076,1846232,2025,03/04/2025 03:41:22 PM,41.732897026,-87.549937166,POINT (-87.549937166 41.732897026)
13758247,JJ160863,02/24/2025 11:50:00 PM,078XX S STATE ST,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,SIDEWALK,false,false,0623,006,6,69,15,1177650,1852817,2025,03/04/2025 03:41:22 PM,41.751452878,-87.624567581,POINT (-87.624567581 41.751452878)
13758266,JJ160861,02/24/2025 11:42:00 PM,008XX E 63RD ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,0312,003,20,42,15,1183192,1863426,2025,03/04/2025 03:41:22 PM,41.780437938,-87.603929334,POINT (-87.603929334 41.780437938)
13758251,JJ160877,02/24/2025 11:40:00 PM,133XX S BALTIMORE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0433,004,10,55,14,1199102,1817057,2025,03/04/2025 03:41:22 PM,41.652812326,-87.547154047,POINT (-87.547154047 41.652812326)
13758269,JJ160865,02/24/2025 11:32:00 PM,001XX W 63RD ST,4650,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER,STREET,false,false,0311,003,20,68,26,1176275,1863208,2025,03/04/2025 03:41:22 PM,41.77999793,-87.629294594,POINT (-87.629294594 41.77999793)
13758343,JJ160972,02/24/2025 11:30:00 PM,023XX E 70TH ST,0460,BATTERY,SIMPLE,APARTMENT,false,false,0331,003,5,43,08B,1193221,1859006,2025,03/04/2025 03:41:22 PM,41.768069819,-87.567306284,POINT (-87.567306284 41.768069819)
13758282,JJ160851,02/24/2025 11:25:00 PM,009XX N AUSTIN BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1511,015,29,25,08B,1136202,1905511,2025,03/04/2025 03:41:22 PM,41.896890334,-87.775202505,POINT (-87.775202505 41.896890334)
13758311,JJ160881,02/24/2025 11:16:00 PM,029XX W LAKE ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,false,false,1222,012,27,27,07,1156806,1901002,2025,03/04/2025 03:41:22 PM,41.884124476,-87.699649009,POINT (-87.699649009 41.884124476)
13758425,JJ160858,02/24/2025 11:16:00 PM,075XX S CALUMET AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,false,true,0623,006,6,69,04A,1179783,1854996,2025,03/04/2025 03:41:22 PM,41.757383812,-87.616684707,POINT (-87.616684707 41.757383812)
13758335,JJ160857,02/24/2025 11:11:00 PM,088XX S EUCLID AVE,041A,BATTERY,AGGRAVATED - HANDGUN,VEHICLE NON-COMMERCIAL,false,false,0412,004,8,48,04B,1190721,1846689,2025,03/04/2025 03:41:22 PM,41.734331623,-87.576866725,POINT (-87.576866725 41.734331623)
13758241,JJ160862,02/24/2025 11:10:00 PM,102XX W ZEMKE RD,1340,CRIMINAL DAMAGE,TO STATE SUPPORTED PROPERTY,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,true,false,1654,016,41,76,14,1106955,1941060,2025,03/04/2025 03:41:22 PM,41.994913946,-87.881937669,POINT (-87.881937669 41.994913946)
13758252,JJ160883,02/24/2025 11:08:00 PM,034XX S COTTAGE GROVE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0211,002,4,35,14,1181095,1882300,2025,03/04/2025 03:41:22 PM,41.832278311,-87.611035696,POINT (-87.611035696 41.832278311)
13758239,JJ160839,02/24/2025 11:07:00 PM,070XX S INDIANA AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,true,false,0322,003,6,69,15,1178812,1858342,2025,03/04/2025 03:41:22 PM,41.766587744,-87.620141588,POINT (-87.620141588 41.766587744)
13758270,JJ160847,02/24/2025 11:00:00 PM,068XX S LANGLEY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0321,003,6,42,14,1182069,1859799,2025,03/04/2025 03:41:22 PM,41.770511169,-87.608158528,POINT (-87.608158528 41.770511169)
13758284,JJ160884,02/24/2025 11:00:00 PM,024XX E 78TH ST,0460,BATTERY,SIMPLE,APARTMENT,false,false,0421,004,7,43,08B,1193681,1853719,2025,03/04/2025 03:41:22 PM,41.753550633,-87.565793115,POINT (-87.565793115 41.753550633)
13758235,JJ160848,02/24/2025 11:00:00 PM,058XX N CALIFORNIA AVE,1751,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,false,true,2011,020,40,2,17,1156623,1938629,2025,03/04/2025 03:41:22 PM,41.987379344,-87.699299142,POINT (-87.699299142 41.987379344)
13758234,JJ160852,02/24/2025 11:00:00 PM,051XX S ASHLAND AVE,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,SIDEWALK,true,false,0932,009,16,61,18,1166541,1870734,2025,03/04/2025 03:41:22 PM,41.800863342,-87.664766276,POINT (-87.664766276 41.800863342)
13758403,JJ161035,02/24/2025 10:59:00 PM,094XX S UNION AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,2223,022,21,73,06,1173301,1842254,2025,03/04/2025 03:41:22 PM,41.722563802,-87.640815985,POINT (-87.640815985 41.722563802)
13758238,JJ160853,02/24/2025 10:50:00 PM,007XX W 61ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0711,007,16,68,08B,1172467,1864421,2025,03/04/2025 03:41:22 PM,41.783411246,-87.643219534,POINT (-87.643219534 41.783411246)
13758202,JJ160825,02/24/2025 10:33:00 PM,008XX W 61ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0712,007,16,68,08B,1171557,1864395,2025,03/04/2025 03:41:22 PM,41.783359893,-87.646556657,POINT (-87.646556657 41.783359893)
13758214,JJ160838,02/24/2025 10:30:00 PM,0000X S HOYNE AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE,true,false,1223,012,27,28,18,1162416,1899845,2025,03/04/2025 03:41:22 PM,41.880834047,-87.679080847,POINT (-87.679080847 41.880834047)
13758377,JJ161011,02/24/2025 10:30:00 PM,055XX W QUINCY ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,false,false,1522,015,29,25,07,1139636,1898455,2025,03/04/2025 03:41:22 PM,41.877465786,-87.762762086,POINT (-87.762762086 41.877465786)
13758256,JJ160844,02/24/2025 10:29:00 PM,082XX S SAGINAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0423,004,7,46,08B,1195269,1850880,2025,03/04/2025 03:41:22 PM,41.745721173,-87.560067289,POINT (-87.560067289 41.745721173)
13759077,JJ161484,02/24/2025 10:20:00 PM,003XX W 31ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,false,false,0915,009,11,34,14,1174381,1884397,2025,03/04/2025 03:41:22 PM,41.838184926,-87.635607573,POINT (-87.635607573 41.838184926)
13758255,JJ160843,02/24/2025 10:14:00 PM,051XX S HOMAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,0822,008,14,63,14,1154581,1870268,2025,03/04/2025 03:41:22 PM,41.799831473,-87.708640366,POINT (-87.708640366 41.799831473)
13758196,JJ160809,02/24/2025 10:08:00 PM,069XX S PULASKI RD,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,true,false,0833,008,23,65,26,1150895,1858309,2025,03/04/2025 03:41:22 PM,41.767086828,-87.722469684,POINT (-87.722469684 41.767086828)
13758219,JJ160819,02/24/2025 10:03:00 PM,014XX W 79TH ST,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,true,false,0612,006,17,71,26,1167857,1852354,2025,03/04/2025 03:41:22 PM,41.750398114,-87.660467455,POINT (-87.660467455 41.750398114)
13758236,JJ160832,02/24/2025 10:03:00 PM,008XX W FULLERTON AVE,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,true,false,1932,019,43,7,18,1170369,1916164,2025,03/04/2025 03:41:22 PM,41.925444264,-87.649400456,POINT (-87.649400456 41.925444264)
13758690,JJ161467,02/24/2025 10:00:00 PM,048XX S KILDARE AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,false,false,0815,008,14,57,06,1148507,1872288,2025,03/04/2025 03:41:22 PM,41.805493631,-87.73086377,POINT (-87.73086377 41.805493631)
13759055,JJ161587,02/24/2025 10:00:00 PM,032XX N NORDICA AVE,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,APARTMENT,false,false,1632,016,29,17,11,1128529,1920580,2025,03/04/2025 03:41:22 PM,41.938375147,-87.803042572,POINT (-87.803042572 41.938375147)
13758447,JJ161117,02/24/2025 10:00:00 PM,064XX S KOLIN AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,false,false,0813,008,13,65,05,1148479,1861588,2025,03/04/2025 03:41:22 PM,41.776131693,-87.731241299,POINT (-87.731241299 41.776131693)
13758590,JJ161128,02/24/2025 10:00:00 PM,073XX S CICERO AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,OTHER (SPECIFY),false,false,0833,008,18,65,02,1145666,1855429,2025,03/04/2025 03:41:22 PM,41.759283913,-87.741709017,POINT (-87.741709017 41.759283913)
13758289,JJ160917,02/24/2025 10:00:00 PM,039XX S ELLIS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0214,002,4,36,07,1183008,1878736,2025,03/04/2025 03:41:22 PM,41.822454098,-87.604127726,POINT (-87.604127726 41.822454098)
13758358,JJ160903,02/24/2025 10:00:00 PM,024XX E 78TH ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,true,false,0421,004,7,43,04A,1193681,1853719,2025,03/04/2025 03:41:22 PM,41.753550633,-87.565793115,POINT (-87.565793115 41.753550633)
13759031,JJ161920,02/24/2025 10:00:00 PM,035XX S CALUMET AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,false,false,0212,002,4,35,06,1179096,1881603,2025,03/04/2025 03:41:22 PM,41.83041158,-87.618391502,POINT (-87.618391502 41.83041158)
13758312,JJ160941,02/24/2025 10:00:00 PM,033XX S HALSTED ST,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,VEHICLE - COMMERCIAL,false,false,0913,009,11,60,02,1171517,1882628,2025,03/04/2025 03:41:22 PM,41.833393992,-87.646168819,POINT (-87.646168819 41.833393992)
13758695,JJ161461,02/24/2025 10:00:00 PM,082XX S PRINCETON AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,PARK PROPERTY,false,false,0622,006,6,44,14,1175724,1850184,2025,03/04/2025 03:41:22 PM,41.744270923,-87.631704085,POINT (-87.631704085 41.744270923)
13759074,JJ160967,02/24/2025 09:59:00 PM,047XX W BELMONT AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,false,false,2521,025,31,19,06,1144028,1920849,2025,03/04/2025 03:41:22 PM,41.93883609,-87.746072695,POINT (-87.746072695 41.93883609)
13758776,JJ161573,02/24/2025 09:50:00 PM,068XX S LANGLEY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0321,003,6,42,14,1182069,1859799,2025,03/04/2025 03:41:22 PM,41.770511169,-87.608158528,POINT (-87.608158528 41.770511169)
13758208,JJ160801,02/24/2025 09:43:00 PM,021XX W 22ND PL,031A,ROBBERY,ARMED - HANDGUN,STREET,false,false,1034,010,25,31,03,1162519,1889054,2025,03/04/2025 03:41:22 PM,41.851220383,-87.679004654,POINT (-87.679004654 41.851220383)
13758299,JJ160834,02/24/2025 09:40:00 PM,057XX W NORTH AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,false,true,2531,025,29,25,04A,1137651,1910052,2025,03/04/2025 03:41:22 PM,41.909325401,-87.7697709,POINT (-87.7697709 41.909325401)
13758883,JJ161640,02/24/2025 09:35:00 PM,059XX S NORMANDY AVE,0560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,false,false,0811,008,13,64,08A,1132749,1864484,2025,03/04/2025 03:41:22 PM,41.784366608,-87.788840343,POINT (-87.788840343 41.784366608)
13758198,JJ160826,02/24/2025 09:35:00 PM,020XX W CHICAGO AVE,0560,ASSAULT,SIMPLE,RESTAURANT,true,false,1221,012,36,24,08A,1162746,1905337,2025,03/04/2025 03:41:22 PM,41.895897635,-87.677715036,POINT (-87.677715036 41.895897635)
13758243,JJ160806,02/24/2025 09:34:00 PM,004XX W HOBBIE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,1823,018,27,8,15,1172796,1907469,2025,03/04/2025 03:41:22 PM,41.901531293,-87.640740566,POINT (-87.640740566 41.901531293)
13758195,JJ160795,02/24/2025 09:32:00 PM,052XX W MADISON ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,DRUG STORE,false,false,1522,015,37,25,04A,1141512,1899523,2025,03/04/2025 03:41:22 PM,41.880362084,-87.755847438,POINT (-87.755847438 41.880362084)
13758250,JJ160889,02/24/2025 09:30:00 PM,0000X N STATE ST,0810,THEFT,OVER $500,SIDEWALK,false,false,0112,001,34,32,06,1176365,1900502,2025,03/04/2025 03:41:22 PM,41.88233367,-87.627841791,POINT (-87.627841791 41.88233367)
13758296,JJ160799,02/24/2025 09:30:00 PM,012XX S MILLARD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1011,010,24,29,14,1152234,1894225,2025,03/04/2025 03:41:22 PM,41.865619065,-87.716616807,POINT (-87.716616807 41.865619065)
13760094,JJ162617,02/24/2025 09:30:00 PM,047XX W IRVING PARK RD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,1722,017,45,15,06,1143941,1926170,2025,03/04/2025 03:41:22 PM,41.953439027,-87.746258499,POINT (-87.746258499 41.953439027)
13759475,JJ162484,02/24/2025 09:30:00 PM,084XX S EUCLID AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0412,004,8,45,06,1190658,1849330,2025,03/04/2025 03:41:22 PM,41.741580296,-87.577012496,POINT (-87.577012496 41.741580296)
13758625,JJ161271,02/24/2025 09:30:00 PM,045XX S DR MARTIN LUTHER KING JR DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0215,002,3,38,07,1179627,1874791,2025,03/04/2025 03:41:22 PM,41.811706771,-87.61665174,POINT (-87.61665174 41.811706771)
13758727,JJ160833,02/24/2025 09:26:00 PM,061XX S INDIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0311,003,20,40,08B,1178650,1864397,2025,03/04/2025 03:41:22 PM,41.783206975,-87.620551427,POINT (-87.620551427 41.783206975)
13758213,JJ160815,02/24/2025 09:22:00 PM,050XX W LAWRENCE AVE,0820,THEFT,$500 AND UNDER,CONVENIENCE STORE,true,false,1623,016,45,15,06,1141764,1931442,2025,03/04/2025 03:41:22 PM,41.967946496,-87.754130446,POINT (-87.754130446 41.967946496)
13758165,JJ160785,02/24/2025 09:21:00 PM,040XX N MOZART ST,031A,ROBBERY,ARMED - HANDGUN,STREET,false,false,1724,017,33,16,03,1156660,1926726,2025,03/04/2025 03:41:22 PM,41.954716119,-87.699486961,POINT (-87.699486961 41.954716119)
13758160,JJ160789,02/24/2025 09:21:00 PM,001XX W LAKE ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),CTA STATION,true,false,0122,001,42,32,18,1175301,1901735,2025,03/04/2025 03:41:22 PM,41.885741029,-87.631711749,POINT (-87.631711749 41.885741029)
13758720,JJ160802,02/24/2025 09:20:00 PM,052XX W IOWA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1524,015,37,25,08B,1141043,1905489,2025,03/04/2025 03:41:22 PM,41.896742169,-87.757422554,POINT (-87.757422554 41.896742169)
13758170,JJ160790,02/24/2025 09:19:00 PM,024XX N OAK PARK AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,2512,025,36,18,06,1130676,1915503,2025,03/04/2025 03:41:22 PM,41.924406534,-87.795268807,POINT (-87.795268807 41.924406534)
13758173,JJ160791,02/24/2025 09:10:00 PM,071XX S DAMEN AVE,2022,NARCOTICS,POSSESS - COCAINE,STREET,true,false,0735,007,17,67,18,1164259,1857315,2025,03/04/2025 03:41:22 PM,41.764088262,-87.673512788,POINT (-87.673512788 41.764088262)
13758154,JJ160793,02/24/2025 09:09:00 PM,027XX W 18TH ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,true,false,1023,010,25,29,24,1158560,1891284,2025,03/04/2025 03:41:22 PM,41.857421603,-87.693474118,POINT (-87.693474118 41.857421603)
13758152,JJ160782,02/24/2025 09:05:00 PM,003XX N JEFFERSON ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,1214,012,34,28,08A,1172268,1902418,2025,03/04/2025 03:41:22 PM,41.887682732,-87.642829263,POINT (-87.642829263 41.887682732)
13758178,JJ160780,02/24/2025 09:05:00 PM,011XX S CLARK ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,0123,001,34,32,06,1175696,1895352,2025,03/04/2025 03:41:22 PM,41.86821682,-87.6304532,POINT (-87.6304532 41.86821682)
13758674,JJ160777,02/24/2025 09:02:00 PM,049XX W RICE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1531,015,37,25,08B,1143368,1905208,2025,03/04/2025 03:41:22 PM,41.895927928,-87.748890135,POINT (-87.748890135 41.895927928)
13758487,JJ161156,02/24/2025 09:00:00 PM,084XX S EXCHANGE AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,false,true,0423,004,10,46,04B,1197284,1849565,2025,03/04/2025 03:41:22 PM,41.742062786,-87.552727813,POINT (-87.552727813 41.742062786)
13761013,JJ163380,02/24/2025 09:00:00 PM,005XX S DAMEN AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,1225,012,28,28,06,1163142,1897621,2025,03/04/2025 03:41:22 PM,41.874715981,-87.676477533,POINT (-87.676477533 41.874715981)
13758233,JJ160781,02/24/2025 09:00:00 PM,024XX W CHICAGO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1221,012,36,24,07,1160094,1905257,2025,03/04/2025 03:41:22 PM,41.895733305,-87.687457479,POINT (-87.687457479 41.895733305)
13758257,JJ160868,02/24/2025 09:00:00 PM,089XX S COMMERCIAL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,GROCERY FOOD STORE,false,false,0424,004,10,46,14,1197699,1846169,2025,03/04/2025 03:41:22 PM,41.732733557,-87.551320357,POINT (-87.551320357 41.732733557)
13760212,JJ163236,02/24/2025 09:00:00 PM,0000X S STATE ST,0820,THEFT,$500 AND UNDER,DEPARTMENT STORE,false,false,0112,001,34,32,06,1176389,1900278,2025,03/04/2025 03:41:22 PM,41.88171846,-87.627760426,POINT (-87.627760426 41.88171846)
13758271,JJ160788,02/24/2025 09:00:00 PM,065XX S INGLESIDE AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,false,false,0321,003,20,42,06,1183684,1861776,2025,03/04/2025 03:41:22 PM,41.775898721,-87.602177032,POINT (-87.602177032 41.775898721)
13758244,JJ160778,02/24/2025 08:53:00 PM,004XX N PARK DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1834,018,42,8,08B,1178582,1903456,2025,03/04/2025 03:41:22 PM,41.890389293,-87.619610833,POINT (-87.619610833 41.890389293)
13758179,JJ160783,02/24/2025 08:50:00 PM,008XX E 89TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0633,006,8,44,14,1183436,1845815,2025,03/04/2025 03:41:22 PM,41.732105874,-87.603582467,POINT (-87.603582467 41.732105874)
13760162,JJ160770,02/24/2025 08:50:00 PM,008XX E 89TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0633,006,8,44,14,1183436,1845815,2025,03/04/2025 03:41:22 PM,41.732105874,-87.603582467,POINT (-87.603582467 41.732105874)
13758205,JJ160771,02/24/2025 08:49:00 PM,012XX W CORNELIA AVE,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,false,false,1924,019,44,6,03,1167313,1923376,2025,03/04/2025 03:41:22 PM,41.945300688,-87.660421604,POINT (-87.660421604 41.945300688)
13758153,JJ160769,02/24/2025 08:45:00 PM,054XX W DAKIN ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,false,true,1633,016,30,15,04A,1139482,1925743,2025,03/04/2025 03:41:22 PM,41.952349947,-87.762660855,POINT (-87.762660855 41.952349947)
13758232,JJ160810,02/24/2025 08:45:00 PM,095XX S LA SALLE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0511,005,9,49,08B,1176959,1841713,2025,03/04/2025 03:41:22 PM,41.720997695,-87.627433495,POINT (-87.627433495 41.720997695)
13758157,JJ160729,02/24/2025 08:42:00 PM,029XX E 89TH ST,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,true,false,0423,004,10,46,26,1197594,1846530,2025,03/04/2025 03:41:22 PM,41.733726787,-87.551693001,POINT (-87.551693001 41.733726787)
13758172,JJ160794,02/24/2025 08:40:00 PM,006XX N LAWNDALE AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,STREET,true,false,1122,011,27,23,18,1151604,1904086,2025,03/04/2025 03:41:22 PM,41.892691111,-87.718670324,POINT (-87.718670324 41.892691111)
13758130,JJ160748,02/24/2025 08:34:00 PM,063XX S DAMEN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0726,007,16,67,08B,1164114,1862646,2025,03/04/2025 03:41:22 PM,41.778720301,-87.673894433,POINT (-87.673894433 41.778720301)
13758778,JJ161610,02/24/2025 08:30:00 PM,047XX N ROCKWELL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1911,019,40,4,08B,1158183,1931355,2025,03/04/2025 03:41:22 PM,41.967387306,-87.693761141,POINT (-87.693761141 41.967387306)
13758566,JJ161288,02/24/2025 08:30:00 PM,013XX W ESTES AVE,0810,THEFT,OVER $500,STREET,false,false,2423,024,49,1,06,1166159,1947527,2025,03/04/2025 03:41:22 PM,42.011596568,-87.663969582,POINT (-87.663969582 42.011596568)
13758414,JJ161055,02/24/2025 08:30:00 PM,007XX S CAMPBELL AVE,0560,ASSAULT,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,true,1135,011,28,28,08A,1159839,1896816,2025,03/04/2025 03:41:22 PM,41.872575708,-87.688626944,POINT (-87.688626944 41.872575708)
13758212,JJ160803,02/24/2025 08:30:00 PM,017XX S STATE ST,0560,ASSAULT,SIMPLE,VEHICLE NON-COMMERCIAL,false,true,0131,001,3,33,08A,1176607,1891853,2025,03/04/2025 03:41:22 PM,41.858594819,-87.627214427,POINT (-87.627214427 41.858594819)
13758156,JJ160797,02/24/2025 08:30:00 PM,018XX W ESTES AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2424,024,49,1,14,1162704,1947418,2025,03/04/2025 03:41:22 PM,42.011370897,-87.676685078,POINT (-87.676685078 42.011370897)
13758919,JJ161746,02/24/2025 08:29:00 PM,016XX W THOME AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,false,true,2433,024,40,77,26,1164386,1941700,2025,03/04/2025 03:41:22 PM,41.995645004,-87.670659144,POINT (-87.670659144 41.995645004)
13758098,JJ160762,02/24/2025 08:23:00 PM,002XX W 38TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,0915,009,3,34,08A,1175107,1879647,2025,03/04/2025 03:41:22 PM,41.825134315,-87.633085635,POINT (-87.633085635 41.825134315)
13758190,JJ160734,02/24/2025 08:20:00 PM,012XX S INDIANA AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,false,false,0132,001,34,33,26,1177854,1894918,2025,03/04/2025 03:41:22 PM,41.866977138,-87.622544036,POINT (-87.622544036 41.866977138)
13758211,JJ160767,02/24/2025 08:19:00 PM,076XX S GREENWOOD AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,VACANT LOT / LAND,true,false,0624,006,8,69,15,1184915,1854649,2025,03/04/2025 03:41:22 PM,41.756312756,-87.597887743,POINT (-87.597887743 41.756312756)
13758174,JJ160773,02/24/2025 08:17:00 PM,004XX N STATE ST,0337,ROBBERY,ATTEMPT ARMED - OTHER DANGEROUS WEAPON,STREET,false,false,1831,018,42,8,03,1176302,1903109,2025,03/04/2025 03:41:22 PM,41.889488842,-87.627994441,POINT (-87.627994441 41.889488842)
